Phyllum;Class;Order;Family;Genus;Taxon;Mobility;Fragility;Position;Size;Feeding mode;VME;sp_vulne_ospar;Longevity;Larval development
Cnidaria;Anthozoa;Pennatulacea;Veretillidae;Cavernularia;Cavernularia pusilla;2;2;3;3;3;2;2;;
Bryozoa;Gymnolaemata;Cheilostomatida;Cellariidae;Cellaria;Cellaria;3;3;3;2;3;2;2;2;
Bryozoa;Gymnolaemata;Cheilostomatida;Cellariidae;Cellaria;Cellaria fistulosa;3;3;3;0;3;2;2;2;
Bryozoa;Gymnolaemata;Cheilostomatida;Celleporidae;Cellepora;Cellepora;3;2;2;0;3;2;2;1;
Bryozoa;Gymnolaemata;Cheilostomatida;Celleporidae;Cellepora;Cellepora pumicosa;3;2;2;0;3;2;2;1;
Echinodermata;Echinoidea;Diadematoida;Diadematidae;Centrostephanus;Centrostephanus longispinus;1;3;2;3;1;2;2;;
Mollusca;Bivalvia;Veneroida;Cardiidae;Cerastoderma;Cerastoderma edule;2;0;1;0;3;2;2;4;1
Nemertea;Anopla;;Lineidae;Cerebratulus;Cerebratulus fuscus;2;0;0;2;1;2;2;3;
Nemertea;Anopla;;Lineidae;Cerebratulus;Cerebratulus marginatus;2;0;0;2;1;2;2;3;3
Cnidaria;Anthozoa;Actiniaria;Sagartiidae;Cereus;Cereus;3;2;1;3;3;2;2;;
Cnidaria;Anthozoa;Actiniaria;Sagartiidae;Cereus;Cereus pedunculatus;3;2;1;3;3;2;2;;3
Cnidaria;Anthozoa;Spirularia;Cerianthidae;;Cerianthidae;2;2;3;3;3;2;2;;
Cnidaria;Anthozoa;Spirularia;Cerianthidae;Cerianthus;Cerianthus lloydii;2;2;3;3;3;2;2;4;1
Arthropoda;Malacostraca;Decapoda;Paguridae;Cestopagurus;Cestopagurus timidus;1;0;2;0;1;2;2;;
Echinodermata;Asteroidea;Valvatida;Chaetasteridae;Chaetaster;Chaetaster longipes;1;1;2;3;1;2;2;;
Annelida;Polychaeta;Spionida;Chaetopteridae;;Chaetopteridae;2;0;0;3;1;2;2;3;
Annelida;Polychaeta;Spionida;Chaetopteridae;Chaetopterus;Chaetopterus variopedatus;2;0;0;3;1;2;2;3;1
Annelida;Polychaeta;Terebellida;Cirratulidae;Chaetozone;Chaetozone;2;0;1;0;1;2;2;;
Annelida;Polychaeta;Terebellida;Cirratulidae;Chaetozone;Chaetozone gibber;2;0;1;0;1;2;2;;
Annelida;Polychaeta;Terebellida;Cirratulidae;Chaetozone;Chaetozone setosa;2;0;1;0;1;2;2;;
Annelida;Polychaeta;Terebellida;Cirratulidae;Chaetozone;Chaetozone zetlandica;2;0;1;0;1;2;2;;
Mollusca;Bivalvia;Veneroida;Veneridae;Chamelea;Chamelea gallina;2;0;0;0;3;2;2;4;
Mollusca;Bivalvia;Veneroida;Veneridae;Chamelea;Chamelea striatula;2;0;0;0;3;2;2;4;
Mollusca;Gastropoda;Littorinimorpha;Ranellidae;Charonia;Charonia lampas;1;0;2;3;1;2;2;;
Bryozoa;Gymnolaemata;Cheilostomatida;Flustridae;Chartella;Chartella papyracea;3;3;3;2;3;2;2;;
Arthropoda;Malacostraca;Decapoda;Pandalidae;Chlorotocus;Chlorotocus crassicornis;1;2;2;2;1;2;2;;
Echinodermata;Echinoidea;Cidaroida;Cidaridae;Cidaris;Cidaris cidaris;2;2;2;2;1;2;2;;
Porifera;Demospongiae;Halichondrida;Halichondriidae;Ciocalypta;Ciocalypta penicillus;3;3;3;2;3;2;2;;
Chordata;Ascidiacea;Phlebobranchia;Cionidae;Ciona;Ciona intestinalis;3;2;3;2;3;2;2;;
Arthropoda;Malacostraca;Isopoda;Cirolanidae;Cirolana;Cirolana cranchi;0;1;2;0;1;2;2;2;3
Annelida;Polychaeta;Terebellida;Cirratulidae;Cirriformia;Cirriformia tentaculata;1;0;1;3;1;2;2;;
Arthropoda;Maxillopoda;;;;Cirripedia;3;3;2;0;3;2;2;;
Mollusca;Bivalvia;Veneroida;Veneridae;Clausinella;Clausinella fasciata;2;0;1;0;3;2;2;;
Mollusca;Gastropoda;Trochida;Trochidae;Clelandekka;Clelandella miliaris;1;0;2;0;1;2;2;4;3
Porifera;Demospongiae;Clionaida;Clionaidae;Cliona;Cliona celata;3;2;3;3;3;2;2;;
Annelida;Polychaeta;;Maldanidae;Clymenella;Clymenella torquata;1;0;1;3;1;2;2;3;1
Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Clytia;Clytia gracilis;3;3;2;0;3;2;2;1;1
Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Clytia;Clytia hemisphaerica;3;3;2;0;3;2;2;1;1
Mollusca;Gastropoda;Neogastropoda;Buccinidae;Colus;Colus;1;0;2;2;0;2;2;;
Mollusca;Gastropoda;Neogastropoda;Buccinidae;Colus;Colus gracilis;1;0;2;2;0;2;2;;
Mollusca;Gastropoda;Neogastropoda;Buccinidae;Colus;Colus islandicus;1;0;2;2;0;2;2;;
Mollusca;Gastropoda;Neogastropoda;Buccinidae;Colus;Colus jeffreysianus;1;0;2;2;0;2;2;;
Mollusca;Gastropoda;Neogastropoda;Clathureliidae;Comarmondia;Comarmondia gracilis;2;0;2;0;1;2;2;;
Arthropoda;Malacostraca;Isopoda;Cirolanidae;Conilera;Conilera cylindracea;1;2;2;0;1;2;2;;
Mollusca;Bivalvia;Myida;Corbulidae;Corbula;Corbula gibba;2;0;1;0;3;2;2;2;1
Arthropoda;Malacostraca;Decapoda;Corystidae;Corystes;Corystes cassivelaunus;2;2;0;0;3;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Crangonidae;Crangon;Crangon;0;1;2;0;1;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Crangonidae;Crangon;Crangon allmanni;0;1;2;0;1;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Crangonidae;Crangon;Crangon crangon;0;1;2;0;1;2;2;2;1
Arthropoda;Malacostraca;Decapoda;Crangonidae;;Crangonidae;1;2;3;0;1;2;2;3;1
Mollusca;Gastropoda;Littorinimorpha;Calyptraeidae;Crepidula;Crepidula fornicata;3;0;2;0;1;2;2;3;1
Echinodermata;Crinoidea;;;;Crinoidea;1;2;2;0;3;2;2;;
Bryozoa;Stenolaemata;Cyclostomatida;Crisiidae;Crisia;Crisia;3;3;2;0;3;2;2;2;
Bryozoa;Stenolaemata;Cyclostomatida;Crisiidae;Crisia;Crisia denticulata;3;3;3;0;3;2;2;2;
Echinodermata;Asteroidea;Velatida;Solasteridae;Crossaster;Crossaster papposus;1;1;2;3;1;2;2;4;1
Mollusca;Bivalvia;Anomalodesmata;Cuspidariidae;Cuspidaria;Cuspidaria cuspidata;2;1;0;0;3;2;2;;
Arthropoda;Malacostraca;Isopoda;Anthuridae;Cyathura;Cyathura carinata;1;2;2;0;1;2;2;;
Mollusca;Gastropoda;Thecosomata;Cymbuliidae;Cymbulia;Cymbulia peronii;0;2;3;2;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Diogenidae;Dardanus;Dardanus arrosor;1;1;2;2;0;2;2;3;
Arthropoda;Malacostraca;Decapoda;Diogenidae;Dardanus;Dardanus calidus;1;1;2;2;0;2;2;3;
Porifera;Demospongiae;;;;Demospongiae;3;3;3;3;3;2;2;;
Chordata;Ascidiacea;Stolidobranchia;Styelidae;Dendrodoa;Dendrodoa grossularia;3;3;2;0;3;2;2;2;
Mollusca;Gastropoda;Nudibranchia;Dendronotidae;Dendronotus;Dendronotus frondosus;1;2;2;0;1;2;2;1;1
Porifera;Demospongiae;Poecilosclerida;Desmacididae;Desmacidon;Desmacidon fruticosum;3;3;3;3;3;2;2;;
Arthropoda;Malacostraca;Cumacea;Diastylidae;Diastylis;Diastylis laevis;1;2;1;0;1;2;2;1;3
Chordata;Ascidiacea;Aplousobranchia;Diazonidae;Diazona;Diazona;3;2;3;3;3;2;2;;
Chordata;Ascidiacea;Aplousobranchia;Diazonidae;Diazona;Diazona violacea;3;2;3;3;3;2;2;;
Mollusca;Gastropoda;;Fissurellidae;Diodora;Diodora graeca;2;1;2;0;1;2;2;;3
Arthropoda;Malacostraca;Decapoda;Diogenidae;Diogenes;Diogenes pugilator;1;1;2;0;1;2;2;2;1
Annelida;Polychaeta;Eunicida;Onuphidae;Diopatra;Diopatra neapolitana;2;3;0;2;3;2;2;;
Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Diphasia;Diphasia;3;3;3;2;3;2;2;3;
Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Diphasia;Diphasia alata;3;3;3;2;3;2;2;3;
Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Diphasia;Diphasia attenuata;3;3;3;2;3;2;2;3;
Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Diphasia;Diphasia margareta;3;3;3;2;3;2;2;;
Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Diphasia;Diphasia nigra;3;3;3;2;3;2;2;;
Mollusca;Bivalvia;Venerida;Ungulinidae;Diplodonta;Diplodonta rotundata;2;0;1;0;3;2;2;;
Chordata;Ascidiacea;Aplousobranchia;Didemnidae;Diplosoma;Diplosoma listerianum;3;2;3;2;3;2;2;;
Annelida;Polychaeta;Spionida;Spionidae;Dipolydora;Dipolydora flava;2;0;1;0;1;2;2;2;1
Bryozoa;Stenolaemata;Cyclostomatida;Lichenoporidae;Disporella;Disporella hispida;3;1;2;0;3;2;2;2;
Chordata;Ascidiacea;Stolidobranchia;Styelidae;Distomus;Distomus variolosus;3;2;3;0;3;2;2;3;
Annelida;Polychaeta;Sabellida;Serpulidae;Ditrupa;Ditrupa arietina;2;1;2;0;3;2;2;2;
Mollusca;Bivalvia;Veneroida;Donacidae;Donax;Donax;2;1;2;0;3;2;2;3;
Mollusca;Bivalvia;Veneroida;Donacidae;Donax;Donax vittatus;2;0;0;0;3;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Inachidae;Dorhynchus;Dorhynchus thomsoni;1;2;2;0;1;2;2;;
Mollusca;Gastropoda;Nudibranchia;Dorididae;Doris;Doris;1;2;2;2;1;2;2;;
Mollusca;Gastropoda;Nudibranchia;Dorididae;Doris;Doris pseudoargus;1;2;2;2;1;2;2;;
Mollusca;Gastropoda;Nudibranchia;Dorididae;Doris;Doris sticta;1;2;2;2;1;2;2;;
Mollusca;Bivalvia;Veneroida;Veneridae;Dosinia;Dosinia exoleta;2;0;0;2;3;2;2;4;1
Mollusca;Bivalvia;Veneroida;Veneridae;Dosinia;Dosinia lupinus;2;0;0;0;3;2;2;4;1
Mollusca;Gastropoda;Nudibranchia;Dotidae;Doto;Doto;1;2;2;1;1;2;2;;
Annelida;Polychaeta;Eunicida;Oenonidae;Drilonereis;Drilonereis filum;1;0;1;2;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Dromiidae;Dromia;Dromia personata;1;1;2;3;1;2;2;;
Porifera;Demospongiae;Dictyoceratida;Dysideidae;Dysidea;Dysidea fragilis;3;3;3;2;3;2;2;3;
Arthropoda;Malacostraca;Decapoda;Panopeidae;Dyspanopeus;Dyspanopeus sayi;1;1;2;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Leucosiidae;Ebalia;Ebalia;1;1;2;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Leucosiidae;Ebalia;Ebalia cranchii;1;1;2;0;1;2;2;2;1
Arthropoda;Malacostraca;Decapoda;Leucosiidae;Ebalia;Ebalia granulosa;1;1;2;0;1;2;2;2;1
Arthropoda;Malacostraca;Decapoda;Leucosiidae;Ebalia;Ebalia tuberosa;1;1;2;0;1;2;2;2;1
Arthropoda;Malacostraca;Decapoda;Leucosiidae;Ebalia;Ebalia tumefacta;1;1;2;0;1;2;2;2;1
Echinodermata;Asteroidea;Spinulosida;Echinasteridae;Echinaster;Echinaster (Echinaster) sepositus;2;2;2;3;1;2;2;;
Echinodermata;Echinoidea;Camarodonta;Echinidae;;Echinidae;2;2;2;3;1;2;2;3;
Echinodermata;Echinoidea;Spatangoida;Loveniidae;Echinocardium;Echinocardium;2;3;0;2;1;2;2;3;1
Echinodermata;Echinoidea;Spatangoida;Loveniidae;Echinocardium;Echinocardium cordatum;2;3;0;2;1;2;2;4;1
Echinodermata;Echinoidea;Spatangoida;Loveniidae;Echinocardium;Echinocardium flavescens;2;3;0;2;1;2;2;3;1
Echinodermata;Echinoidea;Spatangoida;Loveniidae;Echinocardium;Echinocardium pennatifidum;2;3;0;2;1;2;2;3;1
Echinodermata;Echinoidea;Clypeasteroida;Fibulariidae;Echinocyamus;Echinocyamus pusillus;2;3;2;0;1;2;2;2;1
Echinodermata;Echinoidea;Camarodonta;Echinidae;Echinus;Echinus esculentus;1;2;2;3;1;2;2;3;
Echinodermata;Echinoidea;Camarodonta;Echinidae;Echinus;Echinus melo;1;2;2;3;1;2;2;3;
Bryozoa;Gymnolaemata;Cheilostomatida;Electridae;Electra;Electra pilosa;3;3;2;0;3;2;2;;
Mollusca;Cephalopoda;Octopoda;Octopodidae;Eledone;Eledone cirrhosa;0;2;2;3;1;2;2;;
Mollusca;Cephalopoda;Octopoda;Octopodidae;Eledone;Eledone moschata;0;2;2;3;1;2;2;;
Mollusca;Gastropoda;;Fissurellidae;Emarginula;Emarginula fissura;2;1;2;0;1;2;2;3;1
Mollusca;Bivalvia;[unassigned] Euheterodonta;Pharidae;Ensis;Ensis;2;3;0;3;3;2;2;4;
Mollusca;Bivalvia;[unassigned] Euheterodonta;Pharidae;Ensis;Ensis directus;2;3;0;3;3;2;2;4;1
Mollusca;Bivalvia;[unassigned] Euheterodonta;Pharidae;Ensis;Ensis ensis;2;3;0;3;3;2;2;4;1
Mollusca;Bivalvia;[unassigned] Euheterodonta;Pharidae;Ensis;Ensis magnus;2;3;0;3;3;2;2;4;
Mollusca;Bivalvia;[unassigned] Euheterodonta;Pharidae;Ensis;Ensis siliqua;2;3;0;3;3;2;2;4;
Annelida;Polychaeta;Amphipoda;Epimeriidae;Epimeria;Epimeria cornigera;1;3;2;0;1;2;2;;
Mollusca;Gastropoda;[unassigned] Caenogastropoda;Epitoniidae;;Epitoniidae;2;1;2;0;1;2;2;3;
Mollusca;Gastropoda;[unassigned] Caenogastropoda;Epitoniidae;Epitonium;Epitonium clathratulum;2;1;2;0;1;2;2;3;
Mollusca;Gastropoda;[unassigned] Caenogastropoda;Epitoniidae;Epitonium;Epitonium clathrus;2;1;2;0;1;2;2;3;3
Mollusca;Gastropoda;[unassigned] Caenogastropoda;Epitoniidae;Epitonium;Epitonium turtonis;2;1;2;0;1;2;2;3;
Cnidaria;Anthozoa;Zoantharia;Epizoanthidae;Epizoanthus;Epizoanthus;3;0;2;0;1;2;2;4;1
Cnidaria;Anthozoa;Zoantharia;Epizoanthidae;Epizoanthus;Epizoanthus couchii;3;2;2;0;3;2;2;4;1
Cnidaria;Anthozoa;Zoantharia;Epizoanthidae;Epizoanthus;Epizoanthus incrustatus;3;2;2;0;3;2;2;4;
Cnidaria;Anthozoa;Zoantharia;Epizoanthidae;Epizoanthus;Epizoanthus paguriphilus;3;2;2;0;3;2;2;4;1
Mollusca;Gastropoda;Littorinimorpha;Eratoidae;Erato;Erato voluta;1;0;2;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Inachidae;Ergasticus;Ergasticus clouei;1;2;2;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Eriphiidae;Eriphia;Eriphia verrucosa;1;1;2;2;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Ethusidae;Ethusa;Ethusa mascarone;1;1;2;2;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Thoridae;Eualus;Eualus;1;2;2;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Thoridae;Eualus;Eualus cranchii;1;2;2;0;1;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Thoridae;Eualus;Eualus occultus;1;2;2;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Thoridae;Eualus;Eualus pusiolus;1;2;2;0;1;2;2;;
Cnidaria;Hydrozoa;Anthoathecata;Eudendriidae;Eudendrium;Eudendrium;3;3;3;3;3;2;2;;
Annelida;Polychaeta;Phyllodocida;Phyllodocidae;Eulalia;Eulalia;1;2;1;0;1;2;2;3;1
Annelida;Polychaeta;Phyllodocida;Phyllodocidae;Eulalia;Eulalia viridis;1;2;1;2;1;2;2;;
Annelida;Polychaeta;Eunicida;Eunicidae;Eunice;Eunice pennata;1;2;1;3;1;2;2;;
Annelida;Polychaeta;Eunicida;Eunicidae;Eunice;Eunice vittata;1;0;1;2;1;2;2;3;1
Annelida;Polychaeta;Phyllodocida;Polynoidae;Eunoe;Eunoe nodosa;1;2;2;0;1;2;2;3;1
Annelida;Polychaeta;Amphinomida;Euphrosinidae;Euphrosine;Euphrosine foliosa;1;2;1;0;1;2;2;2;
Annelida;Polychaeta;Terebellida;Terebellidae;Eupolymnia;Eupolymnia nebulosa;2;2;2;0;1;2;2;3;1
Arthropoda;Malacostraca;Isopoda;Cirolanidae;Eurydice;Eurydice pulchra;1;2;2;0;1;2;2;;
Arthropoda;Malacostraca;Isopoda;Cirolanidae;Eurydice;Eurydice spinigera;1;2;2;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Majidae;Eurynome;Eurynome;1;2;2;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Majidae;Eurynome;Eurynome aspera;1;2;2;0;1;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Majidae;Eurynome;Eurynome spinosa;1;2;2;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Sergestidae;Eusergestes;Eusergestes arcticus;0;2;3;0;1;2;2;;
Arthropoda;Malacostraca;Amphipoda;Eusiridae;Eusirus;Eusirus longipes;1;2;1;0;1;2;2;;3
Mollusca;Gastropoda;Littorinimorpha;Naticidae;Euspira;Euspira;1;1;2;0;1;2;2;;
Mollusca;Gastropoda;Littorinimorpha;Naticidae;Euspira;Euspira catena;1;1;2;0;1;2;2;2;3
Mollusca;Gastropoda;Littorinimorpha;Naticidae;Euspira;Euspira fusca;1;1;2;0;1;2;2;;
Mollusca;Gastropoda;Littorinimorpha;Naticidae;Euspira;Euspira montagui;1;1;2;0;1;2;2;;
Mollusca;Gastropoda;Littorinimorpha;Naticidae;Euspira;Euspira nitida;1;1;2;0;1;2;2;;
Annelida;Polychaeta;Sabellida;Serpulidae;Filograna;Filograna implexa;2;3;2;0;3;2;2;;
Annelida;Polychaeta;Terebellida;Flabelligeridae;Flabelligera;Flabelligera affinis;1;2;1;0;1;2;2;;3
Bryozoa;Gymnolaemata;Cheilostomatida;Flustridae;Flustra;Flustra;3;3;3;2;3;2;2;4;
Bryozoa;Gymnolaemata;Cheilostomatida;Flustridae;Flustra;Flustra foliacea;3;3;3;3;3;2;2;4;1
Bryozoa;Gymnolaemata;Cheilostomatida;Flustridae;;Flustridae;3;3;3;2;3;2;2;4;
Cnidaria;Anthozoa;Pennatulacea;Funiculinidae;Funiculina;Funiculina quadrangularis;2;3;3;3;3;4;4;4;
Mollusca;Gastropoda;Neogastropoda;Fasciolariidae;Fusinus;Fusinus rostratus;2;3;0;3;3;2;2;;
Mollusca;Gastropoda;Neogastropoda;Fasciolariidae;Fusinus;Fusinus syracusanus;2;3;0;3;3;2;2;;
Arthropoda;Malacostraca;Decapoda;Galatheidae;Galathea;Galathea;1;2;2;0;3;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Galatheidae;Galathea;Galathea dispersa;1;2;2;0;3;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Galatheidae;Galathea;Galathea intermedia;1;2;2;0;3;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Galatheidae;Galathea;Galathea nexa;1;2;2;0;3;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Galatheidae;Galathea;Galathea squamifera;1;2;2;0;3;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Galatheidae;Galathea;Galathea strigosa;1;2;2;0;3;2;2;3;1
Mollusca;Gastropoda;Littorinimorpha;Cassidae;Galeodea;Galeodea echinophora;1;0;2;3;1;2;2;;
Mollusca;Gastropoda;Littorinimorpha;Cassidae;Galeodea;Galeodea rugosa;1;0;2;3;1;2;2;;
Mollusca;Bivalvia;Galeommatida;Galeommatidae;Galeomma;Galeomma turtoni;2;3;2;0;3;2;2;;
Arthropoda;Malacostraca;Amphipoda;Gammarellidae;Gammarellus;Gammarellus homari;1;2;2;0;1;2;2;2;3
Arthropoda;Malacostraca;Amphipoda;Photoidea;Gammaropsis;Gammaropsis maculata;1;2;1;0;1;2;2;;
Arthropoda;Malacostraca;Amphipoda;Photidae;Gammaropsis;Gammaropsis nitida;1;2;1;0;1;2;2;;3
Arthropoda;Malacostraca;Amphipoda;Photidae;Gammaropsis;Gammaropsis palmata;1;2;1;0;1;2;2;;3
Mollusca;Bivalvia;Veneroida;Psammobiidae;Gari;Gari;2;3;0;0;3;2;2;3;
Mollusca;Bivalvia;Veneroida;Psammobiidae;Gari;Gari costulata;2;3;0;0;3;2;2;;
Mollusca;Bivalvia;Veneroida;Psammobiidae;Gari;Gari fervensis;2;3;0;0;3;2;2;3;3
Mollusca;Bivalvia;Cardiidae;Psammobidae;Gari;Gari tellinella;2;2;1;0;3;2;2;2;1
Mollusca;Gastropoda;;;;Gastropoda;1;3;2;2;1;2;2;3;
Mollusca;Gastropoda;Cephalaspidea;Gastropteridae;Gastropteron;Gastropteron rubrum;0;2;2;0;1;2;2;;
Arthropoda;Malacostraca;Mysida;Gestrosaccinae;Gastrosaccus;Gastrosaccus spinifer;1;2;1;1;1;2;2;2;3
Annelida;Polychaeta;Phyllodocida;Polynoidae;Gattyana;Gattyana cirrhosa;2;0;0;0;1;2;2;3;1
Mollusca;Gastropoda;Nudibranchia;Discodorididae;Geitodoris;Geitodoris planata;1;2;2;2;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Geryonidae;Geryon;Geryon longipes;2;1;2;2;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Geryonidae;Geryon;Geryon trispinosus;2;1;2;2;1;2;2;;
Mollusca;Bivalvia;Mytiloida;Mytilidae;Gibbomodiola;Gibbomodiola adriatica;3;1;2;0;3;2;2;;
Mollusca;Gastropoda;;Trochidae;Gibbula;Gibbula magus;1;1;2;0;1;2;2;;
Mollusca;Gastropoda;;Trochidae;Gibbula;Gibbula tumida;1;1;2;0;1;2;2;3;3
Hemichordata;Enteropneusta;[unassigned] Enteropneusta (Order);Spengelidae;Glandiceps;Glandiceps talaboti;2;2;1;3;1;2;2;;
Mollusca;Bivalvia;Veneroida;Glossidae;Glossus;Glossus humanus;2;0;0;2;3;2;2;4;
Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;Glycera;1;0;1;3;1;2;2;3;1
Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;Glycera alba;1;0;1;3;1;2;2;;
Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;Glycera fallax;1;0;1;2;1;2;2;3;1
Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;Glycera lapidum;1;0;1;2;1;2;2;3;1
Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;Glycera oxycephala;1;0;1;3;1;2;2;;
Annelida;Polychaeta;Phyllodocida;Glyceridae;Glycera;Glycera tridactyla;1;0;1;3;1;2;2;;
Annelida;Polychaeta;Phyllodocida;Goniadidae;Glycinde;Glycinde nordmanni;1;0;1;0;1;2;2;2;1
Mollusca;Bivalvia;Arcoida;Glycymerididae;Glycymeris;Glycymeris;2;0;2;2;3;2;2;4;
Mollusca;Bivalvia;Arcoida;Glycymerididae;Glycymeris;Glycymeris glycymeris;2;0;0;2;3;2;2;4;1
Sipuncula;Sipunculidea;Golfingiida;Golfingiidae;Golfingia;Golfingia;2;0;1;2;1;2;2;;
Sipuncula;Sipunculidea;Golfingiida;Golfingiidae;Golfingia;Golfingia elongata;2;0;1;2;1;2;2;;3
Sipuncula;Sipunculidea;Golfingiida;Golfingiidae;Golfingia;Golfingia vulgaris;2;0;1;2;1;2;2;;1
Arthropoda;Malacostraca;Decapoda;Goneplacidae;Goneplax;Goneplax rhomboides;1;2;2;2;1;2;2;3;
Annelida;Polychaeta;Phyllodocida;Goniadidae;Goniada;Goniada maculata;1;0;1;2;1;2;2;;
Cnidaria;Anthozoa;Alcyonacea;Gorgoniidae;;Gorgoniidae;3;3;3;3;3;2;2;;
Mollusca;Bivalvia;Venerida;Veneridae;Gouldia;Gouldia minima;2;3;1;0;3;2;2;;
Echinodermata;Echinoidea;Camarodonta;Echinidae;Gracilechinus;Gracilechinus acutus;2;2;2;3;1;2;2;;
Echinodermata;Echinoidea;Camarodonta;Echinidae;Gracilechinus;Gracilechinus elegans;1;2;2;3;1;2;2;;
Mollusca;Bivalvia;Ostreoida;Gryphaeidae;;Gryphaeidae;3;0;2;3;3;2;2;;
Brachiopoda;Rhynchonellata;Terebratulida;Terebratulidae;Gryphus;Gryphus vitreus;3;3;2;0;3;4;2;;
Bryozoa;Gymnolaemata;;;;Gymnolaemata;3;2;3;2;3;2;2;;
Mollusca;Gastropoda;Neogastropoda;Muricidae;Hadriania;Hadriania craticulata;2;0;2;0;1;2;2;;
Cnidaria;Hydrozoa;Leptothecata;Haleciidae;Halecium;Halecium;3;3;3;2;3;2;2;;
Cnidaria;Hydrozoa;Leptothecata;Haleciidae;Halecium;Halecium halecinum;3;3;3;2;3;2;2;;
Cnidaria;Demospongiae;Halichondrida;Halichondriidae;Halichondria;Halichondria;3;3;2;3;3;2;2;;
Porifera;Demospongiae;Halichondrida;Halichondriidae;Halichondria;Halichondria (Halichondria) bowerbanki;3;3;3;3;3;2;2;3;
Porifera;Demospongiae;Halichondrida;Halichondriidae;Halichondria;Halichondria (Halichondria) panicea;3;3;3;3;3;2;2;3;
Porifera;Demospongiae;Haplosclerida;Chalinidae;Haliclona;Haliclona;3;3;3;3;3;4;2;;
Porifera;Demospongiae;Haplosclerida;Chalinidae;Haliclona;Haliclona (Haliclona) oculata;3;3;3;3;3;4;2;;
