Phyllum;Class;Order;Family;Genus;Taxon;Mobility;Fragility;Position;Size;Feeding mode;VME;sp_vulne_ospar;Longevity;Larval development
Mollusca;Solenogastres;Neomeniamorpha;Neomeniidae;Neomenia;Neomenia carinata;2;2;0;0;1;2;2;1;
Echinodermata;Holothuroidea;Dendrochirotida;Phyllophoridae;Neopentadactyla;Neopentadactyla mixta;2;2;1;3;3;2;2;3;1
Mollusca;Bivalvia;Ostreoida;Gryphaeidae;Neopycnodonte;Neopycnodonte cochlear;3;1;2;2;3;4;2;;
Mollusca;Cephalopoda;Sepiolida;Sepiolidae;Neorossia;Neorossia caroli;0;2;2;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Nephropidae;Nephrops;Nephrops norvegicus;2;1;0;3;1;2;4;;
Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Nephtys;2;0;1;2;1;2;2;;
Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Nephtys caeca;2;0;1;2;1;2;2;3;1
Annelida;Polychaeta;Phyllodocida;Nepthyidae;Nephtys;Nephtys incisa;1;0;1;2;1;2;2;;
Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Nephtys kersivalensis;2;0;1;2;1;2;2;3;1
Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Nephtys longosetosa;2;0;1;2;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Pinnotheridae;Nepinnotheres;Nepinnotheres pinnotheres;2;3;3;0;0;2;2;3;1
Annelida;Polychaeta;Phyllodocida;Nephtyidae;Nephtys;Nephtys assimilis;1;0;1;2;1;2;2;;
Mollusca;Gastropoda;Neogastropoda;Buccinidae;Neptunea;Neptunea antiqua;1;0;2;2;1;2;2;3;1
Annelida;Polychaeta;Phyllodocida;Nereididae;Nereis;Nereis;2;0;0;2;1;2;2;;
Annelida;Polychaeta;Terebellida;Terebellidae;Nicolea;Nicolea venustula;2;0;1;2;1;2;2;3;1
Annelida;Polychaeta;;Lumbrineridae;Ninoe;Ninoe armoricana;1;0;2;3;1;2;2;;
Annelida;Polychaeta;;Capitellidae;Notomastus;Notomastus latericeus;2;0;0;3;1;2;2;;
Mollusca;Gastropoda;Neogastropoda;Muricidae;Nucella;Nucella lapillus;1;0;2;0;1;2;2;2;1
Mollusca;Bivalvia;Nuculida;Nuculidae;Nucula;Nucula;2;1;1;0;1;2;2;;
Mollusca;Bivalvia;Nuculida;Nuculidae;Nucula;Nucula hanleyi;2;1;1;0;1;2;2;3;
Mollusca;Bivalvia;Nuculida;Nuculidae;Nucula;Nucula nucleus;2;1;1;0;1;2;2;;
Mollusca;Bivalvia;Nuculida;Nuculidae;Nucula;Nucula sulcata;2;1;1;0;1;2;2;3;1
Mollusca;Gastropoda;Nudibranchia;;;Nudibranchia;1;2;2;2;1;2;2;3;1
Echinodermata;Asteroidea;Valvatida;Goniasteridae;Nymphaster;Nymphaster arenatus;1;2;1;3;1;2;2;3;
Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;Nymphon;Nymphon brevirostre;1;2;2;0;1;2;2;;
Arthropoda;Pycnogonida;Pantopoda;Nymphonidae;Nymphon;Nymphon gracile;1;2;2;0;1;2;2;2;3
Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Obelia;Obelia;3;3;3;3;3;2;2;2;3
Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Obelia;Obelia dichotoma;3;3;3;3;3;2;2;1;
Mollusca;Gastropoda;Neogastropoda;Muricidae;Ocenebra;Ocenebra erinaceus;1;0;2;0;1;2;2;;
Mollusca;Gastropoda;Neogastropoda;Muricidae;Ocinebrina;Ocinebrina aciculata;1;0;2;0;1;2;2;3;3
Echinodermata;Holothuroidea;Dendrochirotida;Cucumariidae;Ocnus;Ocnus lacteus;2;2;2;0;1;2;2;;
Echinodermata;Holothuroidea;Dendrochirotida;Cucumariidae;Ocnus;Ocnus planci;2;2;2;3;1;2;2;;
Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;Octopus;0;2;2;3;1;2;2;3;
Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;Octopus salutii;0;2;2;3;1;2;2;;
Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;Octopus vulgaris;0;2;2;3;1;2;2;;
Annelida;Polychaeta;Phyllodocida;Syllidae;Odontosyllis;Odontosyllis fulgurans;1;0;1;0;1;2;2;;
Echinodermata;Holothuroidea;Apodida;Synaptidae;Oestergrenia;Oestergrenia digitata;2;2;1;3;1;2;2;;
Mollusca;Gastropoda;Nudibranchia;Goniodorididae;Okenia;Okenia elegans;1;2;2;0;1;2;2;;
Mollusca;Gastropoda;Nudibranchia;Onchidorididae;Onchidoris;Onchidoris bilamellata;1;2;2;0;1;2;2;3;
Mollusca;Gastropoda;Nudibranchia;Onchidorididae;Onchidoris;Onchidoris muricata;1;2;2;0;1;2;2;3;
Mollusca;Cephalopoda;Oegopsida;Onychoteuthidae;Onychoteuthis;Onychoteuthis banksii;0;2;3;3;1;2;2;3;
Annelida;Polychaeta;;Opheliidae;Ophelia;Ophelia borealis;2;0;0;0;1;2;2;;
Annelida;Polychaeta;;Opheliidae;Ophelina;Ophelina acuminata;2;0;1;2;1;2;2;3;1
Echinodermata;Ophiuroidea;Ophiacanthida;Ophiacanthidae;Ophiacantha;Ophiacantha setosa;2;3;1;2;3;2;2;;
Echinodermata;Ophiuroidea;Amphilepida;Ophiactidae;Ophiactis;Ophiactis balli;1;0;2;2;1;2;2;;
Echinodermata;Ophiuroidea;Ophiurida;Ophiocomidae;Ophiocomina;Ophiocomina nigra;1;3;2;2;3;2;2;;
Echinodermata;Ophiuroidea;Ophiurida;Ophiuridae;Ophiocten;Ophiocten affinis;1;3;2;0;1;2;2;;
Echinodermata;Ophiuroidea;Ophiurida;Ophiactidae;Ophiopholis;Ophiopholis aculeata;1;1;2;2;1;2;2;3;
Echinodermata;Ophiuroidea;Ophiurida;Ophiocomidae;Ophiopsila;Ophiopsila annulosa;1;1;2;2;1;2;2;;
Echinodermata;Ophiuroidea;Ophiurida;Ophiocomidae;Ophiopsila;Ophiopsila aranea;1;1;2;2;1;2;2;;
Echinodermata;Ophiuroidea;Ophiurida;Ophiotrichidae;Ophiothrix;Ophiothrix;1;3;2;2;3;2;2;;
Echinodermata;Ophiuroidea;Ophiurida;Ophiotrichidae;Ophiothrix;Ophiothrix fragilis;1;3;2;2;3;2;2;3;1
Echinodermata;Ophiuroidea;Ophiurida;Ophiotrichidae;Ophiothrix;Ophiothrix luetkeni;1;3;2;2;3;2;2;3;1
Echinodermata;Ophiuroidea;Ophiurida;Ophiotrichidae;Ophiothrix;Ophiothrix quinquemaculata;1;3;2;2;3;2;2;3;1
Echinodermata;Ophiuroidea;Ophiurida;Ophiotrichidae;;Ophiotrichidae;1;3;2;2;3;2;2;3;1
Echinodermata;Ophiuroidea;Ophiurida;Ophiuridae;Ophiura;Ophiura;1;3;2;2;1;2;2;3;1
Echinodermata;Ophiuroidea;Ophiurida;Ophiuridae;Ophiura;Ophiura albida;1;3;2;2;1;2;2;3;1
Echinodermata;Ophiuroidea;Ophiurida;Ophiuridae;Ophiura;Ophiura ophiura;1;3;2;2;1;2;2;3;1
Echinodermata;Ophiuroidea;Ophiurida;Ophiuridae;Ophiura;Ophiura robusta;1;3;2;0;1;2;2;3;1
Echinodermata;Ophiuroidea;Ophiurida;Ophiuridae;Ophiura;Ophiura sarsii;1;3;2;2;1;2;2;3;1
Echinodermata;Ophiuroidea;Ophiurida;Ophiuridae;;Ophiuridae;1;3;2;2;1;2;2;3;1
Echinodermata;Ophiuroidea;;;;Ophiuroidea;1;3;2;2;1;2;2;3;
Arthropoda;Malacostraca;Decapoda;Oplophoridae;;Oplophoridae;0;2;3;0;1;2;2;3;
Annelida;Polychaeta;;Orbiniidae;Orbinia;Orbinia latreillii;1;0;1;3;1;2;2;;
Mollusca;Bivalvia;Ostreoida;Ostreidae;Ostrea;Ostrea edulis;3;1;2;3;3;2;4;2;1
Arthropoda;Malacostraca;Amphipoda;Maeridae;Othomaera;Othomaera othonis;1;2;1;0;1;2;2;4;1
Echinodermata;Echinoidea;Spatangoida;Schizasteridae;Ova;Ova canaliferus;2;3;1;2;1;2;2;;3
Annelida;Polychaeta;Sabellida;Oweniidae;Owenia;Owenia fusiformis;2;0;0;0;1;2;2;;
Annelida;Polychaeta;Sabellida;Oweniidae;;Oweniidae;2;1;2;0;1;2;2;3;1
Porifera;Demospongiae;Astrophorida;Geodiidae;Pachymatisma;Pachymatisma;3;3;3;3;3;2;2;3;
Porifera;Demospongiae;Astrophorida;Geodiidae;Pachymatisma;Pachymatisma johnstonia;3;3;3;3;3;2;2;;
Arthropoda;Malacostraca;Decapoda;Diogenidae;Paguristes;Paguristes eremita;1;1;2;0;0;2;2;;
Arthropoda;Malacostraca;Decapoda;;;Paguroidea;1;1;2;0;0;2;2;;
Arthropoda;Malacostraca;Decapoda;Paguridae;Pagurus;Pagurus;1;0;2;0;0;2;2;;
Arthropoda;Malacostraca;Decapoda;Paguridae;Pagurus;Pagurus alatus;1;0;2;0;0;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Paguridae;Pagurus;Pagurus bernhardus;1;0;2;0;0;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Paguridae;Pagurus;Pagurus carneus;1;0;2;0;0;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Paguridae;Pagurus;Pagurus cuanensis;1;0;2;0;0;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Paguridae;Pagurus;Pagurus excavatus;1;0;2;0;0;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Paguridae;Pagurus;Pagurus forbesii;1;0;2;0;0;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Paguridae;Pagurus;Pagurus prideaux;1;0;2;0;0;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Paguridae;Pagurus;Pagurus pubescens;1;0;2;0;0;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Palaemonidae;Palaemon;Palaemon;0;2;3;2;0;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Palaemonidae;Palaemon;Palaemon adspersus;0;2;3;2;0;2;2;;
Arthropoda;Malacostraca;Decapoda;Palaemonidae;Palaemon;Palaemon elegans;0;2;3;2;0;2;2;;
Arthropoda;Malacostraca;Decapoda;Palaemonidae;Palaemon;Palaemon longirostris;0;2;3;2;0;2;2;;
Arthropoda;Malacostraca;Decapoda;Palaemonidae;Palaemon;Palaemon serratus;0;2;3;2;0;2;2;;
Arthropoda;Malacostraca;Decapoda;Palicidae;Palicus;Palicus caronii;1;1;2;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Palinuridae;Palinurus;Palinurus elephas;1;2;2;3;0;2;2;;
Arthropoda;Malacostraca;Decapoda;Palinuridae;Palinurus;Palinurus mauritanicus;1;2;2;3;0;2;2;4;
Mollusca;Bivalvia;Pectinoida;Pectinidae;Palliolum;Palliolum incomparabile;3;1;2;0;3;2;2;4;
Mollusca;Bivalvia;Pectinoida;Pectinidae;Palliolum;Palliolum tigerinum;3;1;2;0;3;2;2;;
Arthropoda;Malacostraca;Decapoda;Pandalidae;;Pandalidae;1;2;3;3;1;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Pandalidae;Pandalina;Pandalina brevirostris;0;2;2;0;1;2;2;2;
Arthropoda;Malacostraca;Decapoda;Pandalidae;Pandalus;Pandalus;0;2;3;0;1;2;2;2;1
Arthropoda;Malacostraca;Decapoda;Pandalidae;Pandalus;Pandalus borealis;0;2;3;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Pandalidae;Pandalus;Pandalus montagui;0;2;3;0;1;2;2;;
Mollusca;Bivalvia;;Pandoridae;pandora;Pandora pinna;2;3;1;0;3;2;2;2;1
Mollusca;Bivalvia;[unassigned] Euheterodonta;Hiatellidae;Panomya;Panomya norvegica;2;0;0;2;3;2;2;;
Annelida;Polychaeta;Phyllodocida;Acoetidae;Panthalis;Panthalis oerstedi;1;0;2;3;1;2;2;;
Echinodermata;Echinoidea;Camarodonta;Parechinidae;Paracentrotus;Paracentrotus lividus;1;3;2;0;1;2;2;4;1
Cnidaria;Anthozoa;Alcyonacea;Paralcyoniidae;Paralcyonium;Paralcyonium spinulosum;3;2;3;2;1;4;2;;
Arthropoda;Malacostraca;Decapoda;Parapaguridae;Parapagurus;Parapagurus pilosimanus;1;2;2;0;0;2;2;;
Arthropoda;Malacostraca;Decapoda;Penaeidae;Parapenaeus;Parapenaeus longirostris;1;2;3;3;1;2;2;;
Cnidaria;Anthozoa;Actiniaria;Hormathiidae;Paraphellia;Paraphellia expansa;3;2;2;2;1;2;2;;
Echinodermata;Holothuroidea;Aspidochirotida;Stichopodidae;Parastichopus;Parastichopus regalis;2;2;2;3;3;2;2;;
Echinodermata;Holothuroidea;Aspidochirotida;Stichopodidae;Parastichopus;Parastichopus tremulus;2;2;0;3;3;2;2;3;
Arthropoda;Malacostraca;Decapoda;Homolidae;Paromola;Paromola cuvieri;1;2;2;3;1;2;2;3;
Arthropoda;Malacostraca;Decapoda;Parthenopidae;Parthenope;Parthenope expansa;1;1;2;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Parthenopidae;;Parthenopidae;1;2;2;3;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Parthenopidae;Parthenopoides;Parthenopoides massena;1;1;2;0;1;2;2;;
Mollusca;Bivalvia;Cardiida;Cardiidae;Parvicardium;Parvicardium minimum;2;3;2;0;3;2;2;;
Mollusca;Bivalvia;Cardiida;Cardiidae;Parvicardium;Parvicardium pinnulatum;2;0;2;0;3;2;2;;
Mollusca;Bivalvia;Cardiida;Cardiidae;Parvicardium;Parvicardium scabrum;2;0;1;1;3;2;2;;
Arthropoda;Malacostraca;Decapoda;Pasiphaeidae;Pasiphaea;Pasiphaea multidentata;0;2;3;2;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Pasiphaeidae;Pasiphaea;Pasiphaea sivado;0;2;3;2;1;2;2;2;
Arthropoda;Malacostraca;Decapoda;Pasiphaeidae;Pasiphaea;Pasiphaea tarda;0;2;3;3;1;2;2;2;
Annelida;Polychaeta;Eunicida;Eunicidae;Paucibranchia;Paucibranchia bellii;1;0;1;2;1;2;2;2;
Echinodermata;Holothuroidea;Dendrochirotida;Cucumariidae;Pawsonia;Pawsonia saxicola;1;2;2;3;3;2;2;;
Cnidaria;Anthozoa;Actiniaria;Haloclavidae;Peachia;Peachia cylindrica;3;2;2;3;1;2;2;;
Mollusca;Bivalvia;Pectinoida;Pectinidae;Pecten;Pecten jacobaeus;0;1;2;2;3;2;2;;
Mollusca;Bivalvia;Pectinoida;Pectinidae;Pecten;Pecten maximus;0;1;1;3;3;2;2;4;1
Mollusca;Bivalvia;Pectinoida;Pectinidae;;Pectinidae;0;1;2;2;3;2;2;4;1
Cnidaria;Scyphozoa;Semaeostomeae;Pelagiidae;Pelagia;Pelagia noctiluca;1;2;3;2;1;2;2;4;1
Annelida;Polychaeta;Phyllodocida;Sigalionidae;Pelogenia;Pelogenia arenosa;2;0;0;0;1;2;2;;
Echinodermata;Asteroidea;Valvatida;Goniasteridae;Peltaster;Peltaster placenta;1;1;2;3;1;2;2;3;1
Cnidaria;Anthozoa;Pennatulacea;Pennatulidae;Pennatula;Pennatula;2;2;3;3;3;4;4;;
Cnidaria;Anthozoa;Pennatulacea;Pennatulidae;Pennatula;Pennatula phosphorea;2;2;3;3;3;4;4;4;
Cnidaria;Anthozoa;Pennatulacea;Pennatulidae;Pennatula;Pennatula rubra;2;2;3;3;3;4;4;4;
Cnidaria;Anthozoa;Pennatulacea;Pennatulidae;;Pennatulidae;2;2;3;3;3;4;4;4;
Bryozoa;Gymnolaemata;Cheilostomatida;Bitectiporidae;Pentapora;Pentapora fascialis;3;3;3;3;3;4;2;4;
Arthropoda;Maxillopoda;Sessilia;Balanidae;Perforatus;Perforatus perforatus;3;2;2;0;3;2;2;3;
Arthropoda;Malacostraca;Decapoda;Callianassidae;Pestarella;Pestarella tyrrhena;2;2;0;2;1;2;2;;
Mollusca;Bivalvia;Veneroida;Veneridae;Petricolaria;Petricolaria pholadiformis;2;3;0;2;3;2;2;;1
Chordata;Ascidiacea;Phlebobranchia;Ascidiidae;Phallusia;Phallusia mammillata;3;1;2;3;3;2;2;3;1
Sipuncula;Sipunculidea;Golfingiida;Phascolionidae;Phascolion;Phascolion (Phascolion) strombus strombus;2;0;2;0;1;2;2;2;1
Mollusca;Bivalvia;[unassigned] Euheterodonta;Pharidae;Phaxas;Phaxas pellucidus;2;3;0;0;3;2;2;2;1
Mollusca;Gastropoda;Cephalaspidea;Philinidae;Philine;Philine aperta;1;2;2;0;1;2;2;4;1
Mollusca;Gastropoda;Cephalaspidea;Aglajidae;Philinopsis;Philinopsis depicta;1;2;2;0;1;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Crangonidae;Philocheras;Philocheras echinulatus;1;2;2;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Crangonidae;Philocheras;Philocheras sculptus;1;2;2;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Crangonidae;Philocheras;Philocheras trispinosus;1;2;2;0;1;2;2;;
Arthropoda;Malacostraca;Amphipoda;Phronimidae;Phronima;Phronima;0;2;3;0;1;2;2;;
Arthropoda;Malacostraca;Amphipoda;Phronimidae;Phronima;Phronima sedentaria;0;2;3;0;1;2;2;;
Annelida;Polychaeta;Phyllodocida;Phyllodocidae;Phyllodoce;Phyllodoce groenlandica;1;0;1;3;1;2;2;;
Annelida;Polychaeta;Phyllodocida;Phyllodocidae;Phyllodoce;Phyllodoce lineata;1;0;1;3;1;2;2;;
Annelida;Polychaeta;Phyllodocida;Phyllodocidae;;Phyllodocidae;1;0;1;3;1;2;2;3;1
Echinodermata;Holothuroidea;Dendrochirotida;Phyllophoridae;;Phyllophoridae;2;2;2;2;1;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Pilumnidae;Pilumnus;Pilumnus;1;2;2;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Pilumnidae;Pilumnus;Pilumnus hirtellus;1;2;2;0;1;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Pilumnidae;Pilumnus;Pilumnus spinifer;1;2;2;0;1;2;2;2;1
Arthropoda;Malacostraca;Decapoda;Pinnotheridae;Pinnotheres;Pinnotheres pisum;2;2;3;0;3;2;2;2;1
Arthropoda;Malacostraca;Decapoda;Pirimelidae;Pirimela;Pirimela denticulata;1;2;2;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Pisidae;Pisa;Pisa;1;2;2;2;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Pisidae;Pisa;Pisa armata;1;2;2;2;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Pisidae;Pisa;Pisa nodipes;1;2;2;0;1;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Pisidae;Pisa;Pisa tetraodon;1;2;2;2;1;2;2;3;
Arthropoda;Malacostraca;Decapoda;Porcellanidae;Pisidia;Pisidia longicornis;1;2;2;0;3;2;2;3;
Annelida;Polychaeta;Terebellida;Terebellidae;Pista;Pista cretacea;2;0;1;2;1;2;2;3;1
Annelida;Polychaeta;Terebellida;Terebellidae;Pista;Pista cristata;2;0;1;3;1;2;2;3;1
Annelida;Polychaeta;Terebellida;Terebellidae;Pista;Pista maculata;2;0;1;2;1;2;2;;
;Polychaeta;Terebellida;Terebellidae;Pista;Pista mediterranea;2;0;1;2;1;2;2;;
Mollusca;Bivalvia;Venerida;Veneridae;Pitar;Pitar rudis;2;0;1;0;3;2;2;;
Bryozoa;Stenolaemata;Cyclostomatida;Plagioeciidae;Plagioecia;Plagioecia patina;3;3;2;0;3;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Grapsidae;Planes;Planes minutus;0;2;3;0;1;2;2;;
Platyhelminthes;;;;;Platyhelminthes;2;3;1;0;1;2;2;;
Annelida;Polychaeta;Phyllodocida;Nereididae;Platynereis;Platynereis dumerilii;1;0;1;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Pandalidae;Plesionika;Plesionika;1;2;3;2;1;2;2;2;1
Arthropoda;Malacostraca;Decapoda;Pandalidae;Plesionika;Plesionika acanthonotus;1;2;3;2;1;2;2;3;
Arthropoda;Malacostraca;Decapoda;Pandalidae;Plesionika;Plesionika antigai;1;2;3;3;1;2;2;3;
Arthropoda;Malacostraca;Decapoda;Pandalidae;Plesionika;Plesionika edwardsii;1;2;3;3;1;2;2;3;
Arthropoda;Malacostraca;Decapoda;Pandalidae;Plesionika;Plesionika gigliolii;1;2;3;2;1;2;2;3;
Arthropoda;Malacostraca;Decapoda;Pandalidae;Plesionika;Plesionika heterocarpus;1;2;3;2;1;2;2;3;
Arthropoda;Malacostraca;Decapoda;Pandalidae;Plesionika;Plesionika martia;1;2;3;3;1;2;2;3;
Arthropoda;Malacostraca;Decapoda;Pandalidae;Plesionika;Plesionika narval;1;2;3;3;1;2;2;3;
Mollusca;Gastropoda;Pleurobranchomorpha;Pleurobranchidae;Pleurobranchaea;Pleurobranchaea meckeli;2;2;2;2;1;2;2;3;
Mollusca;Gastropoda;Pleurobranchomorpha;Pleurobranchidae;;Pleurobranchidae;1;2;2;2;1;2;2;;
Mollusca;Gastropoda;Pleurobranchomorpha;;;Pleurobranchomorpha;1;2;2;2;1;2;2;;
Mollusca;Gastropoda;Pleurobranchomorpha;Pleurobranchidae;Pleurobranchus;Pleurobranchus membranaceus;1;2;2;0;1;2;2;;
Cnidaria;Hydrozoa;Leptothecata;Plumulariidae;;Plumulariidae;3;2;3;2;3;2;2;;
Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Plutonaster;Plutonaster bifrons;1;2;2;3;1;2;2;;
Mollusca;Bivalvia;Pectinida;Anomiidae;Pododesmus;Pododesmus patelliformis;3;3;2;0;3;2;2;;
Annelida;Polychaeta;Spionida;Poecilochaetidae;Poecilochaetus;Poecilochaetus serpens;1;0;1;1;1;2;2;;
Mollusca;Bivalvia;Veneroida;Veneridae;Polititapes;Polititapes rhomboides;2;1;0;2;3;2;2;;
Chordata;Ascidiacea;Stolidobranchia;Styelidae;Polyandrocarpa;Polyandrocarpa;3;2;2;2;3;2;2;;
Arthropoda;Malacostraca;Decapoda;Polybiidae;Polybius;Polybius henslowii;0;2;2;2;1;2;2;3;
Chordata;Ascidiacea;Stolidobranchia;Styelidae;Polycarpa;Polycarpa fibrosa;2;2;1;0;3;2;2;;
Chordata;Ascidiacea;Stolidobranchia;Styelidae;Polycarpa;Polycarpa pomaria;3;2;2;2;3;2;2;3;
Annelida;Polychaeta;;;;Polychaeta;2;2;2;2;1;2;2;3;
Arthropoda;Malacostraca;Decapoda;Polychelidae;Polycheles;Polycheles typhlops;1;2;1;2;1;2;2;3;
Porifera;Demospongiae;Hadromerida;Polymastiidae;Polymastia;Polymastia;3;3;3;3;3;2;2;;
Porifera;Demospongiae;Hadromerida;Polymastiidae;Polymastia;Polymastia boletiformis;3;3;3;3;3;2;2;;
Porifera;Demospongiae;Hadromerida;Polymastiidae;Polymastia;Polymastia mamillaris;3;3;3;3;3;2;2;;
Porifera;Demospongiae;Polymastida;Polysmatiidae;Polymastia;Polymastia penicillus;3;3;3;3;3;2;2;;
Annelida;Polychaeta;Phyllodocida;Polynoidae;;Polynoidae;2;0;2;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Crangonidae;Pontophilus;Pontophilus;1;2;2;2;1;2;2;3;
Arthropoda;Malacostraca;Decapoda;Crangonidae;Pontophilus;Pontophilus spinosus;1;2;2;2;1;2;2;;
Echinodermata;Asteroidea;Valvatida;Poraniidae;Porania;Porania (Porania) pulvillus;1;2;2;2;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Porcellanidae;Porcellana;Porcellana platycheles;1;0;2;0;1;2;2;;
Bryozoa;Gymnolaemata;Cheilostomatida;Bryocryptellidae;Porella;Porella compressa;3;3;3;3;3;2;2;;
Porifera;;;;;Porifera;3;3;3;2;3;2;2;2;
Arthropoda;Malacostraca;Decapoda;Carcinidae;Portumnus;Portumnus latipes;2;1;0;0;1;2;2;3;
Annelida;Polychaeta;;Maldanidae;Praxillella;Praxillella praetermissa;2;0;1;3;1;2;2;;
Cephalorhyncha;Priapulida;;Priapulidae;;Priapulidae;2;2;2;0;1;2;2;3;1
Annelida;Polychaeta;Spionida;Spionidae;Prionospio;Prionospio cirrifera;1;0;1;2;3;2;2;;
Arthropoda;Malacostraca;Decapoda;Processidae;Processa;Processa;1;2;2;2;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Processidae;Processa;Processa canaliculata;1;2;2;2;1;2;2;2;1
Arthropoda;Malacostraca;Decapoda;Processidae;Processa;Processa edulis;1;2;2;2;1;2;2;2;1
Arthropoda;Malacostraca;Decapoda;Processidae;Processa;Processa edulis crassipes;1;2;2;2;1;2;2;2;1
Arthropoda;Malacostraca;Decapoda;Processidae;Processa;Processa edulis edulis;1;2;2;2;1;2;2;2;1
Arthropoda;Malacostraca;Decapoda;Processidae;Processa;Processa elegantula;1;2;2;2;1;2;2;2;1
Arthropoda;Malacostraca;Decapoda;Processidae;Processa;Processa modica;1;2;2;2;1;2;2;2;1
Arthropoda;Malacostraca;Decapoda;Processidae;Processa;Processa nouveli;1;2;2;2;1;2;2;2;1
Mollusca;Gastropoda;;;;Prosobranchia;1;0;2;2;1;2;2;2;1
Annelida;Polychaeta;Sabellida;Serpulidae;Protula;Protula;2;0;2;0;3;2;2;;
Annelida;Polychaeta;Sabellida;Sepulidae;Protula;Protula tubularia;3;0;2;3;3;2;2;;
Echinodermata;Echinoidea;Camarodonta;Parechinidae;Psammechinus;Psammechinus microtuberculatus;1;3;2;0;1;2;2;;3
Echinodermata;Echinoidea;Camarodonta;Parechinidae;Psammechinus;Psammechinus miliaris;1;1;2;2;1;2;2;3;
