Phyllum;Class;Order;Family;Genus;Taxon;Mobility;Fragility;Position;Size;Feeding mode;VME;sp_vulne_ospar;Longevity;Larval development
Mollusca;Bivalvia;Pectinoida;Pectinidae;Pseudamussium;Pseudamussium clavatum;3;3;2;0;3;2;2;3;3
Mollusca;Bivalvia;Pectinoida;Pectinidae;Pseudamussium;Pseudamussium peslutrae;3;3;2;0;3;2;2;;
Chordata;Ascidiacea;Aplousobranchia;Pseudodistomidae;Pseudodistoma;Pseudodistoma;3;2;2;2;3;2;2;;
Chordata;Ascidiacea;Aplousobranchia;Pseudodistomidae;Pseudodistoma;Pseudodistoma valeriae;3;2;2;2;3;2;2;;
Annelida;Polychaeta;Sabellida;Sabellidae;Pseudopotamilla;Pseudopotamilla reniformis;2;0;1;2;3;2;2;;
Arthropoda;Malacostraca;Amphipoda;Caprellidae;Pseudoprotella;Pseudoprotella phasma;1;2;2;0;1;2;2;3;1
Mollusca;Gastropoda;Littorinimorpha;Ovulidae;Pseudosimnia;Pseudosimnia adriatica;1;0;2;0;1;2;2;1;3
Mollusca;Gastropoda;Littorinimorpha;Ovulidae;Pseudosimnia;Pseudosimnia carnea;1;0;2;0;1;2;2;;
Echinodermata;Holothuroidea;Dendrochirotida;Psolidae;Psolus;Psolus phantapus;2;2;2;2;3;2;2;;
Echinodermata;Asteroidea;Velatida;Pterasteridae;Pteraster;Pteraster militaris;1;2;2;2;1;2;2;3;
Echinodermata;Asteroidea;Velatida;Pterasteridae;Pteraster;Pteraster pulvillus;1;2;2;0;1;2;2;;
Mollusca;Bivalvia;Pterioida;Pteriidae;Pteria;Pteria hirundo;3;3;2;2;3;2;2;;
Mollusca;Cephalopoda;Octopoda;Octopodidae;Pteroctopus;Pteroctopus tetracirrhus;0;2;2;3;1;2;2;;
Cnidaria;Anthozoa;Pennatulacea;Pennatulidae;Pteroeides;Pteroeides;2;2;0;3;3;4;2;;
Cnidaria;Anthozoa;Pennatulacea;Pennatulidae;Pteroeides;Pteroeides griseum;2;2;0;3;3;4;2;;
Cnidaria;Anthozoa;Pennatulacea;Pennatulidae;Pteroeides;Pteroeides spinosum;2;2;0;3;3;4;2;;
Mollusca;Scaphopoda;Gadilida;Pulsellidae;Pulsellum;Pulsellum affine;2;0;1;0;1;2;2;;
Arthropoda;Pycnogonida;Pantopoda;Pycnogonidae;Pycnogonum;Pycnogonum litorale;1;3;2;0;1;2;2;;1
Chordata;Ascidiacea;Stolidobranchia;Pyuridae;Pyura;Pyura;3;2;3;0;3;2;2;3;3
Chordata;Ascidiacea;Stolidobranchia;Pyuridae;Pyura;Pyura microcosmus;3;2;3;0;3;2;2;4;
Chordata;Ascidiacea;Stolidobranchia;Pyuridae;Pyura;Pyura tessellata;3;2;3;0;3;2;2;4;
Chordata;Ascidiacea;Stolidobranchia;Pyuridae;;Pyuridae;3;1;3;0;3;2;2;;
Mollusca;Gastropoda;Littorinimorpha;Ranellidae;Ranella;Ranella olearium;1;0;2;3;1;2;2;4;
Mollusca;Gastropoda;Neogastropoda;Raphitomidae;Raphitoma;Raphitoma linearis;2;0;2;0;1;2;2;;
Mollusca;Gastropoda;Neogastropoda;Raphitomidae;Raphitoma;Raphitoma purpurea;2;0;2;0;1;2;2;;
Porifera;Demospongiae;Poecilosclerida;Raspailiidae;Raspaciona;Raspaciona aculeata;3;3;3;3;3;2;2;;
Porifera;Demospongiae;Poecilosclerida;Raspailiidae;Raspailia;Raspailia;3;3;3;3;3;2;2;;
Porifera;Demospongiae;Poecilosclerida;Raspailiidae;Raspailia;Raspailia (Clathriodendron) hispida;3;3;3;3;3;2;2;;
Porifera;Demospongiae;Poecilosclerida;Raspailiidae;Raspailia;Raspailia (Raspailia) ramosa;3;3;3;3;3;2;2;;
Bryozoa;Gymnolaemata;Cheilostomatida;Adeonidae;Reptadeonella;Reptadeonella violacea;3;2;2;0;3;2;2;;
Bryozoa;Gymnolaemata;Cheilostomatida;Phidoloporidae;Reteporella;Reteporella;3;3;2;3;3;2;2;2;
Bryozoa;Gymnolaemata;Cheilostomatida;Phidoloporidae;Reteporella;Reteporella beaniana;3;3;2;0;3;2;2;;
Chordata;Ascidiacea;Aplousobranchia;Diazonidae;Diazona;Rhopalaea neapolitana;3;1;3;3;3;2;2;;
Arthropoda;Malacostraca;Stomatopoda;Squillidae;Rissoides;Rissoides;1;2;0;2;1;2;2;;
Arthropoda;Malacostraca;Stomatopoda;Squillidae;Rissoides;Rissoides desmaresti;1;2;0;2;1;2;2;;3
Arthropoda;Malacostraca;Stomatopoda;Squillidae;Rissoides;Rissoides pallidus;1;2;0;2;1;2;2;;3
Mollusca;Cephalopoda;Sepiolida;Sepiolidae;Rondeletiola;Rondeletiola minor;0;2;2;0;1;2;2;;3
Mollusca;Cephalopoda;Sepiolida;Sepiolidae;Rossia;Rossia macrosoma;0;2;3;2;1;2;2;;
Mollusca;Gastropoda;Nudibranchia;Discodorididae;Rostanga;Rostanga rubra;1;2;2;0;1;2;2;;
Annelida;Polychaeta;Sabellida;Sabellidae;Sabella;Sabella pavonina;2;1;2;0;3;2;2;;
Annelida;Polychaeta;Sabellida;Sabellidae;Sabella;Sabella spallanzanii;2;1;2;0;3;2;2;2;1
Annelida;Polychaeta;Sabellida;Sabellariidae;Sabellaria;Sabellaria;2;3;2;0;3;2;2;2;1
Annelida;Polychaeta;Sabellida;Sabellariidae;Sabellaria;Sabellaria alveolata;2;3;2;0;3;2;2;3;1
Annelida;Polychaeta;Sabellida;Sabellariidae;Sabellaria;Sabellaria spinulosa;2;3;2;0;3;2;4;3;1
Annelida;Polychaeta;Sabellida;Sabellidae;;Sabellidae;3;1;3;2;3;2;2;3;1
Mollusca;Bivalvia;Nuculanida;Nuculanidae;Saccella;Saccella commutata;2;3;1;0;3;2;2;2;1
Cnidaria;Anthozoa;Actiniaria;Sagartiidae;Sagartia;Sagartia;3;2;2;0;1;2;2;;
Cnidaria;Anthozoa;Actiniaria;Sagartiidae;Sagartia;Sagartia elegans;3;2;2;0;1;2;2;4;
Cnidaria;Anthozoa;Actiniaria;Sagartiidae;Sagartia;Sagartia troglodytes;3;2;2;0;1;2;2;;1
Cnidaria;Anthozoa;Actiniaria;Sagartiidae;Sagartiogeton;Sagartiogeton undatus;3;2;2;0;1;2;2;4;
Annelida;Polychaeta;Sabellida;Serpulidae;Salmacina;Salmacina dysteri;2;1;2;0;3;2;2;;
Chordata;Thaliacea;Salpida;Salpidae;Salpa;Salpa;1;3;3;2;3;2;2;;
Chordata;Thaliacea;Salpida;Salpidae;Salpa;Salpa fusiformis;1;3;3;2;3;2;2;;
Chordata;Thaliacea;Salpida;Salpidae;Salpa;Salpa maxima;1;3;3;2;3;2;2;;
Mollusca;Cephalopoda;Octopoda;Octopodidae;Scaeurgus;Scaeurgus unicirrhus;0;2;2;2;1;2;2;;
Annelida;Polychaeta;;Scalibregmatidae;Scalibregma;Scalibregma celticum;2;2;1;0;1;2;2;;
Annelida;Polychaeta;;Scalibregmatidae;Scalibregma;Scalibregma inflatum;2;2;1;0;1;2;2;;
Arthropoda;Maxillopoda;Scalpelliformes;Scalpellidae;Scalpellum;Scalpellum scalpellum;3;3;2;0;3;2;2;2;1
Mollusca;Gastropoda;Cephalaspidea;Scaphandridae;Scaphander;Scaphander lignarius;2;1;0;0;1;2;2;2;
Arthropoda;Malacostraca;Mysida;Mysidae;Schistomysis;Schistomysis spiritus;0;2;1;0;1;2;2;3;
Annelida;Polychaeta;Eunicida;Lumbrineridae;Scoletoma;Scoletoma fragilis;1;0;1;2;1;2;2;1;3
Annelida;Polychaeta;Eunicida;Lumbrineridae;Scoletoma;Scoletoma impatiens;1;0;1;0;1;2;2;3;1
Annelida;Polychaeta;Eunicida;Lumbrineridae;Scoletoma;Scoletoma magnidentata;1;0;1;3;1;2;2;3;
Arthropoda;Malacostraca;Decapoda;Scyllaridae;Scyllarus;Scyllarus arctus;1;2;2;3;1;2;2;;1
Bryozoa;Gymnolaemata;Cheilostomatida;Flustridae;Securiflustra;Securiflustra securifrons;3;3;3;3;3;2;2;;
Mollusca;Gastropoda;Littorinimorpha;Cassidae;Semicassis;Semicassis saburon;1;0;2;2;1;2;2;;
Mollusca;Cephalopoda;Sepiida;Sepiidae;Sepia;Sepia;0;2;3;2;1;2;2;;
Mollusca;Cephalopoda;Sepiida;Sepiidae;Sepia;Sepia elegans;0;2;3;2;1;2;2;;
Mollusca;Cephalopoda;Sepiida;Sepiidae;Sepia;Sepia officinalis;0;2;3;3;1;2;2;;
Mollusca;Cephalopoda;Sepiida;Sepiidae;Sepia;Sepia orbignyana;0;2;3;3;1;2;2;;
Mollusca;Cephalopoda;Sepiolida;Sepiolidae;Sepietta;Sepietta;0;2;3;0;1;2;2;;
Mollusca;Cephalopoda;Sepiolida;Sepiolidae;Sepietta;Sepietta neglecta;0;2;3;0;1;2;2;;
Mollusca;Cephalopoda;Sepiolida;Sepiolidae;Sepietta;Sepietta obscura;0;2;3;0;1;2;2;;
Mollusca;Cephalopoda;Sepiolida;Sepiolidae;Sepietta;Sepietta oweniana;0;2;3;2;1;2;2;;
Mollusca;Cephalopoda;Sepiolida;Sepiolidae;Sepiola;Sepiola;0;2;3;0;1;2;2;;
Mollusca;Cephalopoda;Sepiolida;Sepiolidae;Sepiola;Sepiola atlantica;0;2;3;0;1;2;2;;
Mollusca;Cephalopoda;Sepiolida;Sepiolidae;Sepiola;Sepiola aurantiaca;0;2;3;0;1;2;2;;
Mollusca;Cephalopoda;Sepiolida;Sepiolidae;Sepiola;Sepiola intermedia;0;2;2;0;1;2;2;;
Mollusca;Cephalopoda;Sepiolida;Sepiolidae;Sepiola;Sepiola ligulata;0;2;2;0;1;2;2;;
Mollusca;Cephalopoda;Sepiolida;Sepiolidae;Sepiola;Sepiola robusta;0;2;2;0;1;2;2;;
Mollusca;Cephalopoda;Sepiolida;Sepiolidae;Sepiola;Sepiola rondeletii;0;2;2;0;1;2;2;;
Mollusca;Cephalopoda;Sepiolida;Sepiolidae;Sepiola;Sepiola tridens;0;2;3;0;1;2;2;;
Mollusca;Cephalopoda;Sepiolida;Sepiolidae;;Sepiolidae;0;2;3;0;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Sergestidae;Sergestes;Sergestes;0;2;3;2;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Sergestidae;Sergestes;Sergestes arachnipodus;0;2;3;2;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Sergestidae;;Sergestidae;0;2;3;2;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Sergestidae;Sergia;Sergia robusta;0;2;3;2;1;2;2;;
Annelida;Polychaeta;Sabellida;Serpulidae;Serpula;Serpula vermicularis;2;0;2;2;3;2;2;;
Annelida;Polychaeta;Sabellida;Serpulidae;;Serpulidae;3;1;3;0;3;2;2;2;1
Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Sertularella;Sertularella;3;2;3;0;1;2;2;2;
Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Sertularella;Sertularella gayi;3;2;3;0;1;2;2;3;
Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Sertularia;Sertularia;3;3;3;3;3;2;2;3;
Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Sertularia;Sertularia argentea;3;3;3;3;3;2;2;3;
Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Sertularia;Sertularia cupressina;3;3;3;3;3;2;2;;3
Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;;Sertulariidae;3;3;3;3;3;2;2;3;
Mollusca;Gastropoda;Littorinimorpha;Ovulidae;Simnia;Simnia patula;1;3;2;0;1;2;2;3;
Sipuncula;;;;;Sipuncula;2;2;0;0;1;2;2;;
Sipuncula;Sipunculidea;Golfingiida;Sipunculidae;;Sipunculidae;2;2;0;0;1;2;2;2;
Sipuncula;Sipunculidea;Golfingiida;Sipunculidae;Sipunculus;Sipunculus;2;2;0;3;1;2;2;2;
Sipuncula;Sipunculidea;Golfingiida;Sipunculidae;Sipunculus;Sipunculus (Sipunculus) nudus;2;2;0;3;1;2;2;2;
;Bryozoa;Cheilostomatida;Smittinidae;Smittina;Smittina cervicornis;3;3;3;3;3;2;2;2;
Chordata;Thaliacea;Salpida;Salpidae;Soestia;Soestia zonaria;1;3;3;2;3;2;2;;
Echinodermata;Asteroidea;Velatida;Solasteridae;Solaster;Solaster endeca;1;2;2;3;1;2;2;;
Mollusca;Bivalvia;Veneroida;Solecurtidae;Solecurtus;Solecurtus;2;0;0;2;3;2;2;;
Mollusca;Bivalvia;Veneroida;Solecurtidae;Solecurtus;Solecurtus scopula;2;0;0;2;3;2;2;;
Arthropoda;Malacostraca;Decapoda;Solenoceridae;Solenocera;Solenocera membranacea;2;2;1;2;1;2;2;2;1
Echinodermata;Echinoidea;Spatangoida;;;Spatangoida;2;3;0;3;1;2;2;2;
Echinodermata;Echinoidea;Spatangoida;Spatangidae;Spatangus;Spatangus;2;3;0;3;1;2;2;3;
Echinodermata;Echinoidea;Spatangoida;Spatangidae;Spatangus;Spatangus purpureus;2;3;2;3;1;2;2;3;
Echinodermata;Echinoidea;Camarodonta;Toxopneustidae;Sphaerechinus;Sphaerechinus granularis;2;2;2;3;1;2;2;3;1
Annelida;Polychaeta;Phyllodocida;Sphaerodoridae;Sphaerodorum;Sphaerodorum gracilis;1;2;2;0;1;2;2;;
Mollusca;Bivalvia;Myida;Myidae;Sphenia;Sphenia binghami;3;3;2;0;3;2;2;2;3
Annelida;Polychaeta;Spionida;Spionidae;Spio;Spio;1;0;1;0;3;2;2;;
Annelida;Polychaeta;Spionida;Spionidae;Spio;Spio martinensis;1;0;1;0;3;2;2;;
Annelida;Polychaeta;Sabellida;Serpulidae;Spirobranchus;Spirobranchus;3;0;2;0;3;2;2;2;1
Annelida;Polychaeta;Sabellida;Serpulidae;Spirobranchus;Spirobranchus lamarckii;3;0;2;0;3;2;2;1;1
Annelida;Polychaeta;Sabellida;Serpulidae;Spirobranchus;Spirobranchus triqueter;2;1;2;0;3;2;2;1;1
Mollusca;Bivalvia;Veneroida;Mactridae;Spisula;Spisula;2;1;2;0;3;2;2;;
Mollusca;Bivalvia;Veneroida;Mactridae;Spisula;Spisula elliptica;2;1;0;0;3;2;2;4;
Mollusca;Bivalvia;Veneroida;Mactridae;Spisula;Spisula solida;2;1;0;0;3;2;2;4;1
Mollusca;Bivalvia;Veneroida;Mactridae;Spisula;Spisula subtruncata;2;1;0;0;3;2;2;4;1
Arthropoda;Malacostraca;Stomatopoda;Squillidae;Squilla;Squilla mantis;1;2;1;3;1;2;2;4;1
Porifera;Demospongiae;Hadromerida;Stelligeridae;Stelligera;Stelligera;3;3;3;3;3;2;2;2;
Porifera;Demospongiae;Hadromerida;Stelligeridae;Stelligera;Stelligera stuposa;3;3;3;3;3;2;2;;
Arthropoda;Malacostraca;Amphipoda;Pleustidae;Stenopleustes;Stenopleustes nodifera;1;2;2;0;1;2;2;;
Mollusca;Polyplacophora;Chitonida;Ischnochitonidae;Stenosemus;Stenosemus albus;1;2;2;0;1;2;2;;
Annelida;Polychaeta;Terebellida;Sternaspidae;Sternaspis;Sternaspis scutata;2;0;1;0;1;2;2;3;1
Mollusca;Gastropoda;;Trochidae;Steromphala;Steromphala cineraria;1;1;2;0;1;2;2;3;
Mollusca;Gastropoda;;Trochidae;Steromphala;Steromphala pennanti;1;0;2;0;1;2;2;3;1
Mollusca;Gastropoda;;Trochidae;Steromphala;Steromphala umbilicalis;1;1;2;0;1;2;2;3;1
Annelida;Polychaeta;Phyllodocida;Sigalionidae;Sthenelais;Sthenelais;2;0;2;0;1;2;2;3;1
Annelida;Polychaeta;Phyllodocida;Sigalionidae;Sthenelais;Sthenelais boa;2;0;2;0;1;2;2;3;1
Annelida;Polychaeta;Phyllodocida;Sigalionidae;Sthenelais;Sthenelais limicola;2;0;2;0;1;2;2;3;1
Echinodermata;Asteroidea;Forcipulatida;Asteriidae;Stichastrella;Stichastrella rosea;1;2;2;3;1;2;2;3;1
Mollusca;Cephalopoda;Sepiolida;Sepiolidae;Stoloteuthis;Stoloteuthis leucoptera;0;2;2;0;1;2;2;;
Cnidaria;Anthozoa;Actiniaria;Actinostolidae;Stomphia;Stomphia coccinea;3;2;3;3;1;2;2;;
Annelida;Polychaeta;Terebellida;Terebellidae;Streblosoma;Streblosoma bairdi;2;0;2;2;3;2;2;;
Mollusca;Bivalvia;Arcida;Neotiidae;Striarca;Striarca lactea;3;0;2;0;3;2;2;2;1
Echinodermata;Echinoidea;Camarodonta;Strongylocentrotidae;Strongylocentrotus;Strongylocentrotus droebachiensis;1;2;2;2;1;2;2;;
Chordata;Ascidiacea;Stolidobranchia;Styelidae;Styela;Styela;3;2;3;3;3;2;2;;
Chordata;Ascidiacea;Stolidobranchia;Styelidae;Styela;Styela clava;3;3;3;2;3;2;2;2;
Cnidaria;Hydrozoa;Anthoathecata;Stylasteridae;;Stylasteridae;3;3;3;2;3;2;2;2;
Porifera;Demospongiae;Hadromerida;Suberitidae;Suberites;Suberites;3;3;2;2;3;4;2;;
Porifera;Demospongiae;Hadromerida;Suberitidae;Suberites;Suberites carnosus;3;3;2;2;3;4;2;;
Porifera;Demospongiae;Hadromerida;Suberitidae;Suberites;Suberites domuncula;3;3;2;2;3;4;2;;
Porifera;Demospongiae;Hadromerida;Suberitidae;Suberites;Suberites ficus;3;3;2;2;3;4;2;;
Porifera;Demospongiae;Hadromerida;Suberitidae;Suberites;Suberites pagurorum;3;3;2;2;3;4;2;;
Porifera;Calcarea;Leucosolenida;Sycettidae;Sycon;Sycon ciliatum;3;3;2;0;3;2;2;;
Annelida;Polychaeta;Phyllodocida;Syllidae;Syllis;Syllis gerlachi;1;0;1;0;1;2;2;;
Echinodermata;Holothuroidea;Apodida;Synaptidae;;Synaptidae;2;2;1;3;1;2;2;2;1
Arthropoda;Malacostraca;Decapoda;Oplophoridae;Systellaspis;Systellaspis debilis;0;2;3;0;1;2;2;3;
Mollusca;Bivalvia;Pectinida;Pectinidae;Talochlamys;Talochlamys pusio;3;0;2;0;3;2;2;;
Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Tamarisca;Tamarisca tamarisca;3;3;3;3;3;2;2;;
Mollusca;Bivalvia;Veneroida;Tellinidae;Tellina;Tellina tenuis;2;3;0;0;1;2;2;;
Annelida;Polychaeta;Terebellida;Terebellidae;;Terebellidae;2;0;2;0;3;2;2;3;
Annelida;Polychaeta;Terebellida;Trichobranchidae;Terebellides;Terebellides stroemii;2;0;1;2;1;2;2;3;
Mollusca;Bivalvia;Myoida;Teredinidae;Teredo;Teredo navalis;2;3;0;0;3;2;2;;
Mollusca;Gastropoda;Neogastropoda;Raphitomidae;Teretia;Teretia teres;1;0;2;0;1;2;2;3;1
Bryozoa;Stenolaemata;Cyclostomatida;Terviidae;Tervia;Tervia irregularis;3;3;3;0;3;2;2;;
Porifera;Demospongiae;Hadromerida;Tethyidae;Tethya;Tethya aurantium;3;3;3;2;3;4;2;;
Porifera;Demospongiae;Hadromerida;Tethyidae;Tethya;Tethya citrina;3;3;3;2;3;4;2;;
Echinodermata;Asteroidea;Valvatida;Goniasteridae;Tethyaster;Tethyaster subinermis;1;1;2;2;1;2;2;;
Mollusca;Gastropoda;Nudibranchia;Tethydidae;Tethys;Tethys fimbria;1;2;2;3;1;2;2;;
Annelida;Polychaeta;Terebellida;Terebellidae;Thelepus;Thelepus;2;0;2;3;3;2;2;;
Annelida;Polychaeta;Terebellida;Terebellidae;Thelepus;Thelepus cincinnatus;2;0;2;3;3;2;2;1;3
Annelida;Polychaeta;Terebellida;Terebellidae;Thelepus;Thelepus setosus;2;0;2;3;3;2;2;1;3
Arthropoda;Malacostraca;Decapoda;Thiidae;Thia;Thia scutellata;2;2;1;0;1;2;2;;
Mollusca;Bivalvia;Anomalodesmata;Thraciidae;Thracia;Thracia convexa;2;3;1;2;3;2;2;4;1
Mollusca;Bivalvia;;Thraciidae;Thracia;Thracia phaseolina;2;3;1;0;3;2;2;4;
Mollusca;Bivalvia;Anomalodesmata;Thraciidae;Thracia;Thracia pubescens;2;3;0;2;3;2;2;;3
Mollusca;Bivalvia;;Thraciidae;Thracia;Thracia villosiuscula;2;3;1;0;3;2;2;4;
Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Thuiaria;Thuiaria thuja;3;3;3;3;3;2;2;;3
Mollusca;Bivalvia;Lucinida;Thyasiridae;Thyasira;Thyasira flexuosa;2;3;1;0;3;2;2;;
Echinodermata;Holothuroidea;Dendrochirotida;Phyllophoridae;Thyone;Thyone;2;2;0;0;3;2;2;;
Echinodermata;Holothuroidea;Dendrochirotida;Phyllophoridae;Thyone;Thyone fusus;2;2;0;0;3;2;2;4;1
Echinodermata;Holothuroidea;Dendrochirotida;Phyllophoridae;Thyone;Thyone inermis;1;2;0;0;1;2;2;4;1
Mollusca;Bivalvia;Veneroida;Veneridae;Timoclea;Timoclea ovata;2;1;0;0;3;2;2;4;1
Mollusca;Cephalopoda;Oegopsida;Ommastrephidae;Todarodes;Todarodes sagittatus;0;2;3;3;1;2;2;2;1
Mollusca;Cephalopoda;Oegopsida;Ommastrephidae;Todaropsis;Todaropsis eblanae;0;2;3;3;1;2;2;;
Mollusca;Gastropoda;Neogastropoda;Nassariidae;Tritia;Tritia incrassata;1;0;2;0;0;2;2;;
Mollusca;Gastropoda;Neogastropoda;Nassariidae;Tritia;Tritia reticulata;1;0;2;0;0;2;2;;
Mollusca;Gastropoda;Neogastropoda;Nassariidae;Tritia;Tritia reticulatus;1;0;2;0;0;2;2;;
Mollusca;Gastropoda;Nudibranchia;Tritoniidae;Tritonia;Tritonia;1;2;2;3;1;2;2;4;1
Mollusca;Gastropoda;Nudibranchia;Tritoniidae;Tritonia;Tritonia hombergii;1;2;2;3;1;2;2;;
Mollusca;Gastropoda;Littorinimorpha;Triviidae;Trivia;Trivia arctica;1;1;2;0;1;2;2;2;1
Mollusca;Gastropoda;Littorinimorpha;Triviidae;Trivia;Trivia monacha;1;0;2;0;1;2;2;;1
Mollusca;Gastropoda;Neogastropoda;Muricidae;Trophonopsis;Trophonopsis barvicensis;1;0;2;0;1;2;2;;1
Annelida;Polychaeta;Phyllodocida;Syllidae;Trypanosyllis;Trypanosyllis zebra;1;0;1;0;1;2;2;;
Nemertea;Palaeonemertea;;Tubulanidae;Tubulanus;Tubulanus;1;2;0;3;1;2;2;2;1
Cnidaria;Hydrozoa;Anthoathecata;Tubulariidae;Tubularia;Tubularia;3;3;3;2;3;2;2;2;1
Cnidaria;Hydrozoa;Anthoathecata;Tubulariidae;Tubularia;Tubularia indivisa;3;3;3;2;3;2;2;3;
Bryozoa;Gymnolaemata;Cheilostomatida;Celleporidae;Turbicellepora;Turbicellepora avicularis;3;2;2;0;3;2;2;3;
Mollusca;Gastropoda;;Pyramidellidae;Turbonilla;Turbonilla jeffreysii;2;0;2;0;1;2;2;;
Mollusca;Gastropoda;[unassigned] Caenogastropoda;Turritellidae;Turritella;Turritella;2;0;2;0;1;2;2;;
Mollusca;Gastropoda;[unassigned] Caenogastropoda;Turritellidae;Turritella;Turritella communis;2;0;2;0;1;2;2;3;
Arthropoda;Malacostraca;Decapoda;Palaemonidae;Typton;Typton spongicola;1;2;2;0;1;2;2;3;1
Arthropoda;Malacostraca;Decapoda;Upogebiidae;Upogebia;Upogebia;2;2;0;3;1;2;2;;
Arthropoda;Malacostraca;Decapoda;Upogebiidae;Upogebia;Upogebia deltaura;2;2;0;3;1;2;2;3;
Arthropoda;Malacostraca;Decapoda;Upogebiidae;Upogebia;Upogebia stellata;2;2;0;3;1;2;2;3;1
Mollusca;Gastropoda;Neogastropoda;Muricidae;Urosalpinx;Urosalpinx cinerea;1;0;2;0;1;2;2;3;
Cnidaria;Anthozoa;Actiniaria;Actiniidae;Urticina;Urticina;3;2;3;3;1;2;2;;
Cnidaria;Anthozoa;Actiniaria;Actiniidae;Urticina;Urticina crassicornis;3;2;3;3;1;2;2;4;
Cnidaria;Anthozoa;Actiniaria;Actiniidae;Urticina;Urticina eques;3;2;3;3;1;2;2;4;
Cnidaria;Anthozoa;Actiniaria;Actiniidae;Urticina;Urticina felina;3;2;3;3;1;2;2;4;
Mollusca;Gastropoda;Littorinimorpha;Velutinidae;Velutina;Velutina velutina;1;3;2;0;1;2;2;4;
Mollusca;Bivalvia;Veneroida;Veneridae;Venerupis;Venerupis corrugata;2;1;0;2;3;2;2;;1
Mollusca;Bivalvia;Veneroida;Veneridae;Venus;Venus;2;1;0;2;3;2;2;;
Mollusca;Bivalvia;Veneroida;Veneridae;Venus;Venus casina;2;1;0;2;3;2;2;4;
Mollusca;Bivalvia;Veneroida;Veneridae;Venus;Venus verrucosa;2;0;1;2;3;2;2;3;1
Cnidaria;Anthozoa;Pennatulacea;Veretillidae;;Veretillidae;2;2;3;3;3;4;2;;
Cnidaria;Anthozoa;Pennatulacea;Veretillidae;Veretillum;Veretillum;2;2;3;3;3;4;2;;
Cnidaria;Anthozoa;Pennatulacea;Veretillidae;Veretillum;Veretillum cynomorium;2;2;3;3;3;4;2;;
Arthropoda;Maxillopoda;Sessilia;Verrucidae;Verruca;Verruca stroemia;3;3;2;0;3;2;2;;
Bryozoa;Gymnolaemata;Ctenostomatida;Vesiculariidae;Vesicularia;Vesicularia spinosa;3;3;3;3;3;2;2;;
Bryozoa;Gymnolaemata;Ctenostomatida;Vesiculariidae;;Vesiculariidae;3;3;3;3;3;2;2;2;
Cnidaria;Anthozoa;Pennatulacea;Virgulariidae;Virgularia;Virgularia mirabilis;2;2;3;3;3;4;4;2;
Arthropoda;Malacostraca;Decapoda;Xanthidae;Xantho;Xantho hydrophilus;1;1;2;2;1;2;2;4;
Arthropoda;Malacostraca;Decapoda;Xanthidae;Xantho;Xantho pilipes;1;1;2;0;1;2;2;;
Mollusca;Bivalvia;Myoida;Pholadidae;Xylophaga;Xylophaga dorsalis;2;3;0;0;3;2;2;;
Mollusca;Bivalvia;Myoida;Pholadidae;Zirfaea;Zirfaea crispata;2;1;0;2;3;2;2;;
Cnidaria;Hydrozoa;Leptothecata;Schizotrichidae;Schizotricha;Schizotricha frutescens;3;3;3;0;3;2;2;;
